             5: (227,227,227) #E3E3E3 grey89
             5: (228,228,228) #E4E4E4 srgb(228,228,228)
             8: (229,229,229) #E5E5E5 grey90
            10: (231,231,231) #E7E7E7 srgb(231,231,231)
             4: (233,233,233) #E9E9E9 srgb(233,233,233)
            10: (234,234,234) #EAEAEA srgb(234,234,234)
             4: (235,235,235) #EBEBEB grey92
             5: (236,236,236) #ECECEC srgb(236,236,236)
             6: (237,237,237) #EDEDED grey93
            12: (238,238,238) #EEEEEE srgb(238,238,238)
          1344: (239,239,239) #EFEFEF srgb(239,239,239)
            26: (240,240,240) #F0F0F0 grey94
             3: (241,241,241) #F1F1F1 srgb(241,241,241)
             7: (242,242,242) #F2F2F2 grey95
             5: (243,243,243) #F3F3F3 srgb(243,243,243)
          6213: (244,109,67) #F46D43 srgb(244,109,67)
            22: (244,244,244) #F4F4F4 srgb(244,244,244)
             4: (245,245,245) #F5F5F5 grey96
             4: (246,246,246) #F6F6F6 srgb(246,246,246)
             7: (247,247,247) #F7F7F7 grey97
             7: (248,248,248) #F8F8F8 srgb(248,248,248)
             9: (249,249,249) #F9F9F9 srgb(249,249,249)
             8: (250,250,250) #FAFAFA grey98
            13: (251,251,251) #FBFBFB srgb(251,251,251)
            12: (252,252,252) #FCFCFC grey99
            21: (253,253,253) #FDFDFD srgb(253,253,253)
            15: (254,254,254) #FEFEFE srgb(254,254,254)
          6710: (255,255,255) #FFFFFF white
